cutoff,start,end,startT,endT,dur,xpos,ypos,flankdataloss,fracinterped,RMSxy,BCEA,fixRangeX,fixRangeY,participant
1.0369223430007872,11,204,36.68400000000838,683.2710000000661,646.5870000000577,38.17359924316409,-6.5436217188835,0.0,0.0,0.3845488407022894,0.6294282611592328,1.2520428675220585,2.5256429073529665,Child1
1.0369223430007872,207,403,689.9940000000643,1346.5320000000065,656.5379999999423,8.384943008422908,85.208340883255,0.0,0.0,0.7733413795421974,0.8857407013450416,0.8357586907316291,3.909624175076699,Child1
1.0369223430007872,413,484,1376.530000000028,1616.5270000000019,239.99699999997392,461.4325618743897,-5.572458207607269,0.0,0.0,0.6071259132703444,0.5725851219199463,1.394111816644409,2.176949820485192,Child1
1.0369223430007872,491,569,1636.4790000000503,1899.875,263.3959999999497,39.307851791381864,-6.382978856563554,0.0,0.0379746835443038,1.496151110717592,6.681355568867575,4.713436330817376,8.329485160644667,Child1
1.0369223430007872,617,808,2056.4220000000205,2696.386999999988,639.9649999999674,18.969125747680664,-52.901664376258864,0.0,0.0,0.7812624830415875,0.7327141628283824,0.8077142098430466,4.191807431903029,Child1
1.0369223430007872,813,938,2709.707999999984,3129.6190000000643,419.9110000000801,92.00963973999029,-108.39439094066618,0.0,0.0,0.6191001905191403,0.4745323987290621,0.8706986320923306,2.360627949660537,Child1
1.0369223430007872,943,1221,3142.9640000000363,4072.8520000000717,929.8880000000354,24.077911376953125,-58.73817265033723,0.0,0.0035842293906810036,0.8233638282088784,0.8531894480412843,1.7431548912528438,4.272745230774841,Child1
1.0369223430007872,1235,1321,4116.173999999999,4406.119000000064,289.9450000000652,713.5717391967773,30.85211992263794,0.0,0.0,0.4002321096776734,0.4750674936150899,1.3479441883369403,1.2937186522143298,Child1
1.0369223430007872,1328,1490,4426.126999999979,4969.366000000038,543.2390000000596,609.4148540496826,107.28355407714844,1.0,0.15337423312883436,1.1325071131744022,11.029806546755902,5.936039446362499,7.813447228139706,Child1
1.0369223430007872,1568,1949,5226.011000000057,6499.22100000002,1273.2099999999627,715.4248809814453,91.8906381726265,1.0,0.17539267015706805,3.9516425464518186,60.53161231113888,20.476172160661854,27.191850875011426,Child1
1.0369223430007872,4933,4966,16441.28600000008,16554.611000000034,113.32499999995343,-17.62450218200692,-37.6843178272247,1.0,0.29411764705882354,0.9837613702432596,1.8055679761046388,4.442051089980645,1.1728487814493676,Child1
1.0369223430007872,5589,5621,18627.715000000084,18737.68200000003,109.96699999994598,-242.40577697753906,-13.354246616363525,0.0,0.030303030303030304,0.9493691359646251,6.783199781737876,4.549396040512557,4.204353589858477,Child1
1.0369223430007872,5626,5653,18751.013000000035,18844.300000000047,93.28700000001118,-83.74188423156738,96.6452693939209,0.0,0.0,0.9560861281942333,1.8305369393130686,3.5299115026017853,2.036675185302595,Child1
1.0369223430007872,5664,5684,18877.66399999999,18947.648000000045,69.98400000005495,-821.6506004333496,-57.62170314788821,1.0,0.14285714285714285,1.217724638320829,8.13264538460699,4.780450626235251,2.3123379147987437,Child1
1.0369223430007872,6054,6068,20177.543000000063,20227.483000000007,49.93999999994412,-527.178111076355,138.85867953300476,1.0,0.0,1.8557762485347276,14.321439516295706,11.858831171473744,1.665526724541297,Child1
1.0369223430007872,6082,6134,20270.824000000022,20447.44299999997,176.61899999994785,287.76878356933594,33.6636757850647,0.0,0.0,0.833932858862464,1.6854183826079991,1.3930595134852926,3.396082725683878,Child1
1.0369223430007872,6139,6302,20460.85200000007,21007.43400000001,546.5819999999367,426.22135162353504,47.56976008415222,0.0,0.3597560975609756,0.37677659648458467,0.44327397514165057,1.9385630417371984,1.2036207515656818,Child1
1.0369223430007872,6335,6438,21114.043000000063,21460.65100000007,346.60800000000745,-596.8149161338806,101.59763038158417,0.0,0.019230769230769232,0.4052926975326038,0.4079599402771792,1.574951518500869,1.7688631120464178,Child1
1.0369223430007872,6448,6595,21490.648999999976,21983.910000000033,493.2610000000568,-259.9415588378906,124.44456338882446,0.0,0.0472972972972973,0.28531297580879866,0.4034439303859979,0.9498874533064572,1.3986514200479945,Child1
1.0369223430007872,6597,6623,21987.26899999997,22077.299,90.03000000002794,-260.8256721496582,94.30196285247803,0.0,0.0,0.2976269123512065,0.11339081312708896,0.36770039624850026,0.7818563166417565,Child1
1.0369223430007872,8355,8367,27846.60499999998,27889.94200000004,43.33700000005774,-170.8549690246582,38.27709674835205,1.0,0.0,0.4410881847091043,0.9830881125976447,1.0028195056062619,1.7430284510781486,Child1
1.0369223430007872,8373,8398,27906.527000000002,27993.204000000027,86.67700000002515,-20.88675498962408,38.038771748542786,1.0,0.11538461538461539,2.2835257864290797,4.080439198472199,6.811817747707034,3.549906850439487,Child1
