Unnamed: 0,Subject,Event,TrialN,mean_pupil,time
551,Subject_2,Simple,5,0.93479711531317,1500
552,Subject_2,Simple,5,0.891175497368323,1550
553,Subject_2,Simple,5,0.828613569416489,1600
554,Subject_2,Simple,5,0.764676345262762,1650
555,Subject_2,Simple,5,0.734228391748678,1700
556,Subject_2,Simple,5,0.648746063312078,1750
557,Subject_2,Simple,5,0.566920209826399,1800
558,Subject_2,Simple,5,0.471675280427453,1850
559,Subject_2,Simple,5,0.384656939807323,1900
560,Subject_2,Simple,5,0.384656939807323,1950
561,Subject_2,Circle,6,0.0423613251736001,0
562,Subject_2,Circle,6,0.0630562637189849,50
563,Subject_2,Circle,6,0.133478063856985,100
564,Subject_2,Circle,6,0.200900199466025,150
565,Subject_2,Circle,6,0.258753111477265,200
566,Subject_2,Circle,6,0.31705596347126,250
567,Subject_2,Circle,6,0.3769103048934,300
568,Subject_2,Circle,6,0.42843148914233,350
569,Subject_2,Circle,6,0.496694672721256,400
570,Subject_2,Circle,6,0.551045275614965,450
571,Subject_2,Circle,6,0.615509683259865,500
572,Subject_2,Circle,6,0.675520870835745,550
573,Subject_2,Circle,6,0.67292214214877,600
574,Subject_2,Circle,6,0.686567597143706,650
575,Subject_2,Circle,6,0.70692649911771,700
576,Subject_2,Circle,6,0.692568097009135,750
577,Subject_2,Circle,6,0.636750059061741,800
578,Subject_2,Circle,6,0.6246858003653,850
579,Subject_2,Circle,6,0.580087819453011,900
580,Subject_2,Circle,6,0.525263728038215,950
581,Subject_2,Circle,6,0.4810963448462,1000
582,Subject_2,Circle,6,0.42452269673481,1050
583,Subject_2,Circle,6,0.384902221767585,1100
584,Subject_2,Circle,6,0.35963975974086,1150
585,Subject_2,Circle,6,0.32184854381837,1200
586,Subject_2,Circle,6,0.30378436047264,1250
587,Subject_2,Circle,6,0.2862331042486,1300
588,Subject_2,Circle,6,0.273854264563935,1350
589,Subject_2,Circle,6,0.27966433742117,1400
590,Subject_2,Circle,6,0.274079460014845,1450
591,Subject_2,Circle,6,0.29601750422966,1500
592,Subject_2,Circle,6,0.299900332428465,1550
593,Subject_2,Circle,6,0.342028406198275,1600
594,Subject_2,Circle,6,0.382069010245445,1650
595,Subject_2,Circle,6,0.441330467233806,1700
596,Subject_2,Circle,6,0.46892119620192,1750
597,Subject_2,Circle,6,0.492531007517135,1800
598,Subject_2,Circle,6,0.51433970559002,1850
599,Subject_2,Circle,6,0.538600286507035,1900
600,Subject_2,Circle,6,0.56101930850966,1950
601,Subject_2,Simple,7,0.0055342367835167,0
602,Subject_2,Simple,7,-0.0222517049485682,50
603,Subject_2,Simple,7,-0.0185234174184181,100
604,Subject_2,Simple,7,-0.0552465905266031,150
605,Subject_2,Simple,7,-0.0876580523621082,200
606,Subject_2,Simple,7,-0.117139706389393,250
607,Subject_2,Simple,7,-0.184411976776243,300
608,Subject_2,Simple,7,-0.210059875698347,350
609,Subject_2,Simple,7,-0.279217399281938,400
610,Subject_2,Simple,7,-0.325112536199538,450
611,Subject_2,Simple,7,-0.378262935923683,500
612,Subject_2,Simple,7,-0.412689419727493,550
613,Subject_2,Simple,7,-0.465268071662457,600
614,Subject_2,Simple,7,-0.493084043612162,650
615,Subject_2,Simple,7,-0.510090346534427,700
616,Subject_2,Simple,7,-0.526408533972572,750
617,Subject_2,Simple,7,-0.550353673000677,800
618,Subject_2,Simple,7,-0.548085123504172,850
619,Subject_2,Simple,7,-0.555874228777922,900
620,Subject_2,Simple,7,-0.550152522282487,950
621,Subject_2,Simple,7,-0.522866962181802,1000
622,Subject_2,Simple,7,-0.498608239520312,1050
623,Subject_2,Simple,7,-0.491766864673437,1100
624,Subject_2,Simple,7,-0.474557459083519,1150
625,Subject_2,Simple,7,-0.458315602783534,1200
626,Subject_2,Simple,7,-0.442073746483548,1250
627,Subject_2,Simple,7,-0.425831890183563,1300
628,Subject_2,Simple,7,-0.409590033883577,1350
629,Subject_2,Simple,7,-0.393348177583592,1400
630,Subject_2,Simple,7,-0.377106321283607,1450
631,Subject_2,Simple,7,-0.360864464983621,1500
632,Subject_2,Simple,7,-0.345658838993652,1550
633,Subject_2,Simple,7,-0.309667900007523,1600
634,Subject_2,Simple,7,-0.304906054121513,1650
635,Subject_2,Simple,7,-0.280227898604327,1700
636,Subject_2,Simple,7,-0.268197450891918,1750
637,Subject_2,Simple,7,-0.274826161403598,1800
638,Subject_2,Simple,7,-0.227705863294958,1850
639,Subject_2,Simple,7,-0.209441625874248,1900
640,Subject_2,Simple,7,-0.197425155521233,1950
641,Subject_2,Simple,8,0.0020821927400893,0
642,Subject_2,Simple,8,-0.0248509141318669,50
643,Subject_2,Simple,8,-0.011197269137158,100
644,Subject_2,Simple,8,0.0029715543841222,150
645,Subject_2,Simple,8,0.0106088030767499,200
646,Subject_2,Simple,8,0.0075520926016494,250
647,Subject_2,Simple,8,0.0222470863611353,300
648,Subject_2,Simple,8,0.0185402999552942,350
649,Subject_2,Simple,8,0.0360342709621646,400
650,Subject_2,Simple,8,0.0590693206937276,450
651,Subject_2,Simple,8,0.0570112941521828,500
652,Subject_2,Simple,8,0.0653233031513003,550
653,Subject_2,Simple,8,0.0622148634698991,600
654,Subject_2,Simple,8,0.0727790909295738,650
655,Subject_2,Simple,8,0.0647752959146271,700
656,Subject_2,Simple,8,0.0678309412344453,750
657,Subject_2,Simple,8,0.0385889496514475,800
658,Subject_2,Simple,8,0.0145450701373511,850
659,Subject_2,Simple,8,-0.0094988093767458,900
660,Subject_2,Simple,8,-0.0335426888908423,950
661,Subject_2,Simple,8,-0.0575865684049388,1000
662,Subject_2,Simple,8,-0.0816304479190353,1050
663,Subject_2,Simple,8,-0.0992626262293728,1100
664,Subject_2,Simple,8,-0.12227993979339,1150
665,Subject_2,Simple,8,-0.138145298712335,1200
666,Subject_2,Simple,8,-0.162971300167668,1250
667,Subject_2,Simple,8,-0.167583460659754,1300
668,Subject_2,Simple,8,-0.18739069342556,1350
669,Subject_2,Simple,8,-0.164996808236381,1400
670,Subject_2,Simple,8,-0.16399791630007,1450
671,Subject_2,Simple,8,-0.149512754994321,1500
672,Subject_2,Simple,8,-0.128568990660585,1550
673,Subject_2,Simple,8,-0.130342530149087,1600
674,Subject_2,Simple,8,-0.110613126115263,1650
675,Subject_2,Simple,8,-0.128988459003621,1700
676,Subject_2,Simple,8,-0.145722683112913,1750
677,Subject_2,Simple,8,-0.170709318759397,1800
678,Subject_2,Simple,8,-0.155814039488243,1850
679,Subject_2,Simple,8,-0.199089676807167,1900
680,Subject_2,Simple,8,-0.22441891902014,1950
681,Subject_2,Circle,9,0.0113216028406717,0
682,Subject_2,Circle,9,0.0173392387339466,50
683,Subject_2,Circle,9,0.0020999968300619,100
684,Subject_2,Circle,9,-0.0027479456252934,150
685,Subject_2,Circle,9,-0.0161558018664212,200
686,Subject_2,Circle,9,-0.0261820557207111,250
687,Subject_2,Circle,9,-0.042892478811194,300
688,Subject_2,Circle,9,-0.0596029019016768,350
689,Subject_2,Circle,9,-0.0763133249921597,400
690,Subject_2,Circle,9,-0.093023748082643,450
691,Subject_2,Circle,9,-0.109734171173126,500
692,Subject_2,Circle,9,-0.140837922910748,550
693,Subject_2,Circle,9,-0.166323944022628,600
694,Subject_2,Circle,9,-0.190578839758063,650
695,Subject_2,Circle,9,-0.205321767928674,700
696,Subject_2,Circle,9,-0.199688291915633,750
697,Subject_2,Circle,9,-0.215953406146613,800
698,Subject_2,Circle,9,-0.234527627946588,850
699,Subject_2,Circle,9,-0.230341924856193,900
700,Subject_2,Circle,9,-0.236619437471918,950
701,Subject_2,Circle,9,-0.249721468309103,1000
702,Subject_2,Circle,9,-0.275323552949113,1050
703,Subject_2,Circle,9,-0.280090232430958,1100
704,Subject_2,Circle,9,-0.326528003079068,1150
705,Subject_2,Circle,9,-0.350263371529693,1200
706,Subject_2,Circle,9,-0.348283130567978,1250
707,Subject_2,Circle,9,-0.388261473512773,1300
708,Subject_2,Circle,9,-0.390603013712303,1350
709,Subject_2,Circle,9,-0.425483572739168,1400
710,Subject_2,Circle,9,-0.430761358229043,1450
711,Subject_2,Circle,9,-0.427828464070153,1500
712,Subject_2,Circle,9,-0.419710704687133,1550
713,Subject_2,Circle,9,-0.418130552260698,1600
714,Subject_2,Circle,9,-0.413993875694303,1650
715,Subject_2,Circle,9,-0.411818363894463,1700
716,Subject_2,Circle,9,-0.412680729492353,1750
717,Subject_2,Circle,9,-0.394333712229653,1800
718,Subject_2,Circle,9,-0.394333712229653,1850
719,Subject_2,Circle,9,-0.397337831616678,1900
720,Subject_2,Circle,9,-0.377333558905373,1950
721,Subject_2,Simple,10,0.0441503303122994,0
722,Subject_2,Simple,10,0.0784112512930903,50
723,Subject_2,Simple,10,0.0735623199344588,100
724,Subject_2,Simple,10,0.0777933999343112,150
725,Subject_2,Simple,10,0.0855761136795476,200
726,Subject_2,Simple,10,0.0757045892771848,250
727,Subject_2,Simple,10,0.0622267354882458,300
728,Subject_2,Simple,10,0.0908034609622308,350
729,Subject_2,Simple,10,0.0758436480050682,400
730,Subject_2,Simple,10,0.0665070318600538,450
731,Subject_2,Simple,10,0.053951979223875,500
732,Subject_2,Simple,10,0.0399316723002587,550
733,Subject_2,Simple,10,0.0220289755422645,600
734,Subject_2,Simple,10,-0.0238761105845438,650
735,Subject_2,Simple,10,-0.0238761105845438,700
736,Subject_2,Simple,10,-0.0765507084955868,750
737,Subject_2,Simple,10,-0.117303997712229,800
738,Subject_2,Simple,10,-0.132389429370886,850
739,Subject_2,Simple,10,-0.161782290676656,900
740,Subject_2,Simple,10,-0.176508896717078,950
741,Subject_2,Simple,10,-0.217184596896247,1000
742,Subject_2,Simple,10,-0.19871525236218,1050
743,Subject_2,Simple,10,-0.203856500532725,1100
744,Subject_2,Simple,10,-0.209655281588607,1150
745,Subject_2,Simple,10,-0.190951715950864,1200
746,Subject_2,Simple,10,-0.159350388220252,1250
747,Subject_2,Simple,10,-0.148679363586721,1300
748,Subject_2,Simple,10,-0.13800833895319,1350
749,Subject_2,Simple,10,-0.127337314319658,1400
750,Subject_2,Simple,10,-0.116666289686127,1450
751,Subject_2,Simple,10,-0.105995265052595,1500
752,Subject_2,Simple,10,-0.095324240419064,1550
753,Subject_2,Simple,10,-0.0846532157855324,1600
754,Subject_2,Simple,10,-0.085706728317962,1650
755,Subject_2,Simple,10,-0.100743609005944,1700
756,Subject_2,Simple,10,-0.0993822572824992,1750
757,Subject_2,Simple,10,-0.129331625353682,1800
758,Subject_2,Simple,10,-0.155160730542672,1850
759,Subject_2,Simple,10,-0.190208805577737,1900
760,Subject_2,Simple,10,-0.205473820376054,1950
761,Subject_3,Circle,1,-0.0153543804689642,0
762,Subject_3,Circle,1,-0.0140721565044881,50
763,Subject_3,Circle,1,-0.0012637544428413,100
764,Subject_3,Circle,1,0.0181115341279749,150
765,Subject_3,Circle,1,0.014187652447343,200
766,Subject_3,Circle,1,0.0242193288147892,250
767,Subject_3,Circle,1,0.0254437996473382,300
768,Subject_3,Circle,1,0.0412621181322406,350
769,Subject_3,Circle,1,0.0319459344055861,400
770,Subject_3,Circle,1,0.0375166227146191,450
771,Subject_3,Circle,1,0.0158173508009467,500
772,Subject_3,Circle,1,-0.0174455045980251,550
773,Subject_3,Circle,1,-0.0411027640095458,600
774,Subject_3,Circle,1,-0.0921946744950595,650
775,Subject_3,Circle,1,-0.115023255429781,700
776,Subject_3,Circle,1,-0.138531798956189,750
777,Subject_3,Circle,1,-0.191647328940684,800
778,Subject_3,Circle,1,-0.247292157316499,850
779,Subject_3,Circle,1,-0.27932417265363,900
780,Subject_3,Circle,1,-0.320530079654683,950
781,Subject_3,Circle,1,-0.360849572086045,1000
782,Subject_3,Circle,1,-0.381375576115156,1050
783,Subject_3,Circle,1,-0.420223204210402,1100
784,Subject_3,Circle,1,-0.431992685413425,1150
785,Subject_3,Circle,1,-0.463322805271551,1200
786,Subject_3,Circle,1,-0.478899745778224,1250
787,Subject_3,Circle,1,-0.468375075974831,1300
788,Subject_3,Circle,1,-0.444875794980108,1350
789,Subject_3,Circle,1,-0.417818039890142,1400
790,Subject_3,Circle,1,-0.374483182338387,1450
791,Subject_3,Circle,1,-0.32902999459747,1500
792,Subject_3,Circle,1,-0.270274493457123,1550
793,Subject_3,Circle,1,-0.213072125147367,1600
794,Subject_3,Circle,1,-0.186968031868421,1650
795,Subject_3,Circle,1,-0.147077800635998,1700
796,Subject_3,Circle,1,-0.147077800635998,1750
797,Subject_3,Circle,1,-0.147077800635998,1800
798,Subject_3,Circle,1,-0.147077800635998,1850
799,Subject_3,Circle,1,-0.147077800635998,1900
800,Subject_3,Circle,1,-0.147077800635998,1950
801,Subject_3,Simple,2,-0.0181150693366567,0
802,Subject_3,Simple,2,-0.0469159426176264,50
803,Subject_3,Simple,2,-0.0729961514333115,100
804,Subject_3,Simple,2,-0.121477657645941,150
805,Subject_3,Simple,2,-0.144344834703111,200
806,Subject_3,Simple,2,-0.222739370684902,250
807,Subject_3,Simple,2,-0.266188214227576,300
808,Subject_3,Simple,2,-0.302435150708001,350
809,Subject_3,Simple,2,-0.365732093761582,400
810,Subject_3,Simple,2,-0.412426631284886,450
811,Subject_3,Simple,2,-0.420470037091067,500
812,Subject_3,Simple,2,-0.460960472483276,550
813,Subject_3,Simple,2,-0.497085978733601,600
814,Subject_3,Simple,2,-0.501403479462097,650
815,Subject_3,Simple,2,-0.49514356388968,700
816,Subject_3,Simple,2,-0.487318669424158,750
817,Subject_3,Simple,2,-0.479493774958637,800
818,Subject_3,Simple,2,-0.471668880493116,850
819,Subject_3,Simple,2,-0.463843986027595,900
820,Subject_3,Simple,2,-0.461567277598042,950
821,Subject_3,Simple,2,-0.415386291088051,1000
822,Subject_3,Simple,2,-0.399007635852771,1050
823,Subject_3,Simple,2,-0.363096646405476,1100
824,Subject_3,Simple,2,-0.343834046095461,1150
825,Subject_3,Simple,2,-0.324214694924787,1200
826,Subject_3,Simple,2,-0.289812519605866,1250
827,Subject_3,Simple,2,-0.259577470745282,1300
828,Subject_3,Simple,2,-0.212980123952272,1350
829,Subject_3,Simple,2,-0.170336134729876,1400
830,Subject_3,Simple,2,-0.156475958891447,1450
831,Subject_3,Simple,2,-0.116275892089697,1500
832,Subject_3,Simple,2,-0.0994434727643365,1550
833,Subject_3,Simple,2,-0.0632533930214416,1600
834,Subject_3,Simple,2,-0.0280935160691764,1650
835,Subject_3,Simple,2,-0.0130760426021967,1700
836,Subject_3,Simple,2,-0.0190469387353311,1750
837,Subject_3,Simple,2,-0.0110953910264016,1800
838,Subject_3,Simple,2,-0.0087216105818264,1850
839,Subject_3,Simple,2,-0.0132311130314764,1900
840,Subject_3,Simple,2,-0.0247497752373915,1950
841,Subject_3,Circle,4,0.0,0
842,Subject_3,Circle,4,0.0,50
843,Subject_3,Circle,4,0.0,100
844,Subject_3,Circle,4,0.0,150
845,Subject_3,Circle,4,0.0,200
846,Subject_3,Circle,4,-0.0130625938984998,250
847,Subject_3,Circle,4,-0.0334079149059496,300
848,Subject_3,Circle,4,-0.0438737817626644,350
849,Subject_3,Circle,4,-0.0657832236782045,400
850,Subject_3,Circle,4,-0.0799065458147497,450
851,Subject_3,Circle,4,-0.0918537282428549,500
852,Subject_3,Circle,4,-0.0812001090459846,550
853,Subject_3,Circle,4,-0.0835402611005298,600
854,Subject_3,Circle,4,-0.100105901623134,650
855,Subject_3,Circle,4,-0.0868299651457747,700
856,Subject_3,Circle,4,-0.104832079843934,750
857,Subject_3,Circle,4,-0.0916170983819447,800
858,Subject_3,Circle,4,-0.0604357124532351,850
859,Subject_3,Circle,4,-0.0505444508918247,900
860,Subject_3,Circle,4,-0.0250918572123444,950
861,Subject_3,Circle,4,0.0109557762894701,1000
862,Subject_3,Circle,4,0.0578281703383956,1050
863,Subject_3,Circle,4,0.108004772240101,1100
864,Subject_3,Circle,4,0.160149742807805,1150
865,Subject_3,Circle,4,0.22137253532973,1200
866,Subject_3,Circle,4,0.263126850887801,1250
867,Subject_3,Circle,4,0.316326475749225,1300
868,Subject_3,Circle,4,0.397387335104635,1350
869,Subject_3,Circle,4,0.43547366714505,1400
870,Subject_3,Circle,4,0.498241471055445,1450
871,Subject_3,Circle,4,0.520159911105265,1500
872,Subject_3,Circle,4,0.52894089347299,1550
873,Subject_3,Circle,4,0.57173736767602,1600
874,Subject_3,Circle,4,0.598608866088675,1650
875,Subject_3,Circle,4,0.603217882757471,1700
876,Subject_3,Circle,4,0.61949243902767,1750
877,Subject_3,Circle,4,0.59170899888137,1800
878,Subject_3,Circle,4,0.606351418519515,1850
879,Subject_3,Circle,4,0.606351418519515,1900
880,Subject_3,Circle,4,0.606351418519515,1950
881,Subject_3,Simple,5,-0.0322288828717801,0
882,Subject_3,Simple,5,-0.0645386732943098,50
883,Subject_3,Simple,5,-0.118841911577805,100
884,Subject_3,Simple,5,-0.135897279209313,150
885,Subject_3,Simple,5,-0.145706450115118,200
886,Subject_3,Simple,5,-0.155515621020923,250
887,Subject_3,Simple,5,-0.165324791926727,300
888,Subject_3,Simple,5,-0.175133962832532,350
889,Subject_3,Simple,5,-0.184943133738336,400
890,Subject_3,Simple,5,-0.194752304644141,450
891,Subject_3,Simple,5,-0.200182786134595,500
892,Subject_3,Simple,5,-0.188318178091065,550
893,Subject_3,Simple,5,-0.215114863551895,600
894,Subject_3,Simple,5,-0.20601705731234,650
895,Subject_3,Simple,5,-0.213958189538705,700
896,Subject_3,Simple,5,-0.274311953545895,750
897,Subject_3,Simple,5,-0.287737539688535,800
898,Subject_3,Simple,5,-0.313002816897065,850
899,Subject_3,Simple,5,-0.37578111087876,900
900,Subject_3,Simple,5,-0.380230122813335,950
901,Subject_3,Simple,5,-0.40287395312509,1000
902,Subject_3,Simple,5,-0.451343415894415,1050
903,Subject_3,Simple,5,-0.459603712167505,1100
904,Subject_3,Simple,5,-0.457696900878455,1150
905,Subject_3,Simple,5,-0.472189743525695,1200
906,Subject_3,Simple,5,-0.45967951556382,1250
907,Subject_3,Simple,5,-0.44584837460975,1300
908,Subject_3,Simple,5,-0.450514893536975,1350
909,Subject_3,Simple,5,-0.432226667092625,1400
910,Subject_3,Simple,5,-0.422625186597125,1450
911,Subject_3,Simple,5,-0.41041547096952,1500
912,Subject_3,Simple,5,-0.39383469049222,1550
913,Subject_3,Simple,5,-0.375107150011745,1600
914,Subject_3,Simple,5,-0.33863463565485,1650
915,Subject_3,Simple,5,-0.29884715879885,1700
916,Subject_3,Simple,5,-0.25132277075139,1750
917,Subject_3,Simple,5,-0.22575254463961,1800
918,Subject_3,Simple,5,-0.1754496151459,1850
919,Subject_3,Simple,5,-0.16789721344953,1900
920,Subject_3,Simple,5,-0.16789721344953,1950
921,Subject_3,Simple,7,0.0153747524228853,0
922,Subject_3,Simple,7,0.0449355742819848,50
923,Subject_3,Simple,7,0.0481727093068249,100
924,Subject_3,Simple,7,0.076121244561008,150
925,Subject_3,Simple,7,0.0996649846377284,200
926,Subject_3,Simple,7,0.123208724714448,250
927,Subject_3,Simple,7,0.146752464791169,300
928,Subject_3,Simple,7,0.170296204867889,350
929,Subject_3,Simple,7,0.193839944944609,400
930,Subject_3,Simple,7,0.217383685021329,450
931,Subject_3,Simple,7,0.24092742509805,500
932,Subject_3,Simple,7,0.266089368594775,550
933,Subject_3,Simple,7,0.30304517464694,600
934,Subject_3,Simple,7,0.34881230343324,650
935,Subject_3,Simple,7,0.3995693127554,700
936,Subject_3,Simple,7,0.456743269641825,750
937,Subject_3,Simple,7,0.491218184456735,800
938,Subject_3,Simple,7,0.547013596412414,850
939,Subject_3,Simple,7,0.587178505236214,900
940,Subject_3,Simple,7,0.607587539586119,950
941,Subject_3,Simple,7,0.672011319124044,1000
942,Subject_3,Simple,7,0.66576531659148,1050
943,Subject_3,Simple,7,0.677882667925439,1100
944,Subject_3,Simple,7,0.678487054632665,1150
945,Subject_3,Simple,7,0.64195090211029,1200
946,Subject_3,Simple,7,0.629761041825094,1250
947,Subject_3,Simple,7,0.594376124340894,1300
948,Subject_3,Simple,7,0.53041789700575,1350
949,Subject_3,Simple,7,0.479037726287634,1400
950,Subject_3,Simple,7,0.40518360243472,1450
951,Subject_3,Simple,7,0.310680434382325,1500
952,Subject_3,Simple,7,0.23099258260988,1550
953,Subject_3,Simple,7,0.168220837321305,1600
954,Subject_3,Simple,7,0.0994201573192051,1650
955,Subject_3,Simple,7,0.05174068101371,1700
956,Subject_3,Simple,7,0.0098970161594049,1750
957,Subject_3,Simple,7,-0.0587458049720802,1800
958,Subject_3,Simple,7,-0.0771647625898453,1850
959,Subject_3,Simple,7,-0.10290785200695,1900
960,Subject_3,Simple,7,-0.12243721839744,1950
961,Subject_3,Circle,9,0.0966856201735169,0
962,Subject_3,Circle,9,0.191864944421636,50
963,Subject_3,Circle,9,0.287044268669754,100
964,Subject_3,Circle,9,0.382223592917873,150
965,Subject_3,Circle,9,0.477402917165991,200
966,Subject_3,Circle,9,0.57258224141411,250
967,Subject_3,Circle,9,0.667696701689895,300
968,Subject_3,Circle,9,0.695876262106076,350
969,Subject_3,Circle,9,0.774176114422336,400
970,Subject_3,Circle,9,0.793947194525886,450
971,Subject_3,Circle,9,0.800320906424047,500
972,Subject_3,Circle,9,0.818425922252326,550
973,Subject_3,Circle,9,0.813040519355156,600
974,Subject_3,Circle,9,0.824735719581071,650
975,Subject_3,Circle,9,0.813540055922371,700
976,Subject_3,Circle,9,0.798134039274521,750
977,Subject_3,Circle,9,0.779217878263746,800
978,Subject_3,Circle,9,0.772667426597366,850
979,Subject_3,Circle,9,0.734796806534581,900
980,Subject_3,Circle,9,0.726399832919071,950
981,Subject_3,Circle,9,0.705814551163316,1000
982,Subject_3,Circle,9,0.708341893187916,1050
983,Subject_3,Circle,9,0.703928234876471,1100
984,Subject_3,Circle,9,0.727706288031856,1150
985,Subject_3,Circle,9,0.748064940744201,1200
986,Subject_3,Circle,9,0.756737115927767,1250
987,Subject_3,Circle,9,0.810973584777086,1300
988,Subject_3,Circle,9,0.829901004889586,1350
989,Subject_3,Circle,9,0.88233673351378,1400
990,Subject_3,Circle,9,0.906221714030751,1450
991,Subject_3,Circle,9,0.932336650905465,1500
992,Subject_3,Circle,9,0.958300255549446,1550
993,Subject_3,Circle,9,0.982495094758401,1600
994,Subject_3,Circle,9,0.96655588124258,1650
995,Subject_3,Circle,9,0.953394027395886,1700
996,Subject_3,Circle,9,0.93818356494978,1750
997,Subject_3,Circle,9,0.907157283580791,1800
998,Subject_3,Circle,9,0.808496153365606,1850
999,Subject_3,Circle,9,0.784362756241766,1900
1000,Subject_3,Circle,9,0.704274592858531,1950
1001,Subject_3,Simple,10,0.0370953728469199,0
1002,Subject_3,Simple,10,0.0944719357406854,50
1003,Subject_3,Simple,10,0.1067787631967,100
1004,Subject_3,Simple,10,0.152036264537311,150
1005,Subject_3,Simple,10,0.178002705819742,200
1006,Subject_3,Simple,10,0.206134169672163,250
1007,Subject_3,Simple,10,0.232918631880047,300
1008,Subject_3,Simple,10,0.24541121286951,350
1009,Subject_3,Simple,10,0.250604904428138,400
1010,Subject_3,Simple,10,0.271705125590812,450
1011,Subject_3,Simple,10,0.306107057756074,500
1012,Subject_3,Simple,10,0.295100908633096,550
1013,Subject_3,Simple,10,0.291937035582037,600
1014,Subject_3,Simple,10,0.264342262604018,650
1015,Subject_3,Simple,10,0.250723891571141,700
1016,Subject_3,Simple,10,0.243578837111434,750
1017,Subject_3,Simple,10,0.211082481757699,800
1018,Subject_3,Simple,10,0.181208207224709,850
1019,Subject_3,Simple,10,0.139058409529974,900
1020,Subject_3,Simple,10,0.126356964494244,950
1021,Subject_3,Simple,10,0.101613301934501,1000
1022,Subject_3,Simple,10,0.0840650658166164,1050
1023,Subject_3,Simple,10,0.0757136808375773,1100
1024,Subject_3,Simple,10,0.0624755722807309,1150
1025,Subject_3,Simple,10,0.0566838846230389,1200
1026,Subject_3,Simple,10,0.0469030562591146,1250
1027,Subject_3,Simple,10,0.0405748058030553,1300
1028,Subject_3,Simple,10,0.0335240611488721,1350
1029,Subject_3,Simple,10,0.0077355223998352,1400
1030,Subject_3,Simple,10,-0.0095012425010359,1450
1031,Subject_3,Simple,10,-0.0366318387342015,1500
1032,Subject_3,Simple,10,-0.0771284019585781,1550
1033,Subject_3,Simple,10,-0.0991093152248674,1600
1034,Subject_3,Simple,10,-0.147845578121751,1650
1035,Subject_3,Simple,10,-0.182548067172429,1700
1036,Subject_3,Simple,10,-0.210469347712123,1750
1037,Subject_3,Simple,10,-0.22533932996789,1800
1038,Subject_3,Simple,10,-0.22533932996789,1850
1039,Subject_3,Simple,10,-0.22533932996789,1900
1040,Subject_3,Simple,10,-0.22533932996789,1950
1041,Subject_4,Circle,1,-0.0177188175870269,0
1042,Subject_4,Circle,1,-0.0403055185714511,50
1043,Subject_4,Circle,1,-0.0999196849991417,100
1044,Subject_4,Circle,1,-0.139191267821376,150
1045,Subject_4,Circle,1,-0.166983887393742,200
1046,Subject_4,Circle,1,-0.208484148667361,250
1047,Subject_4,Circle,1,-0.232448547595342,300
1048,Subject_4,Circle,1,-0.284277767198142,350
1049,Subject_4,Circle,1,-0.252207365819487,400
1050,Subject_4,Circle,1,-0.245720358585221,450
1051,Subject_4,Circle,1,-0.213964242435011,500
1052,Subject_4,Circle,1,-0.177471963507027,550
1053,Subject_4,Circle,1,-0.107007551581932,600
1054,Subject_4,Circle,1,-0.0410358075412116,650
1055,Subject_4,Circle,1,-0.0123720009166917,700
1056,Subject_4,Circle,1,0.0385843189250084,750
1057,Subject_4,Circle,1,0.117380661221763,800
1058,Subject_4,Circle,1,0.133236441670387,850
1059,Subject_4,Circle,1,0.14909222211901,900
1060,Subject_4,Circle,1,0.164948002567633,950
1061,Subject_4,Circle,1,0.180803783016256,1000
1062,Subject_4,Circle,1,0.19665956346488,1050
1063,Subject_4,Circle,1,0.212515343913502,1100
1064,Subject_4,Circle,1,0.228371124362126,1150
1065,Subject_4,Circle,1,0.244226904810749,1200
1066,Subject_4,Circle,1,0.266369119897779,1250
1067,Subject_4,Circle,1,0.262763896646349,1300
1068,Subject_4,Circle,1,0.268058807957773,1350
1069,Subject_4,Circle,1,0.250697853826133,1400
1070,Subject_4,Circle,1,0.259107280001659,1450
1071,Subject_4,Circle,1,0.246759219923314,1500
1072,Subject_4,Circle,1,0.249626455396114,1550
1073,Subject_4,Circle,1,0.252737087816238,1600
1074,Subject_4,Circle,1,0.254234487208533,1650
1075,Subject_4,Circle,1,0.286872865879144,1700
1076,Subject_4,Circle,1,0.289576693152023,1750
1077,Subject_4,Circle,1,0.322607803537463,1800
1078,Subject_4,Circle,1,0.306452682442099,1850
1079,Subject_4,Circle,1,0.348421906516284,1900
1080,Subject_4,Circle,1,0.345992222526179,1950
1081,Subject_4,Simple,2,0.0126221331606349,0
1082,Subject_4,Simple,2,0.01950958199407,50
1083,Subject_4,Simple,2,0.0176126497233051,100
1084,Subject_4,Simple,2,-0.0045905328868003,150
1085,Subject_4,Simple,2,-0.0197412027987252,200
1086,Subject_4,Simple,2,-0.0191279364148205,250
1087,Subject_4,Simple,2,-0.0398289742065749,300
1088,Subject_4,Simple,2,-0.0878844949488853,350
1089,Subject_4,Simple,2,-0.11460890900294,400
1090,Subject_4,Simple,2,-0.175214572568335,450
1091,Subject_4,Simple,2,-0.184551938390395,500
1092,Subject_4,Simple,2,-0.220103835408639,550
1093,Subject_4,Simple,2,-0.247412238247676,600
1094,Subject_4,Simple,2,-0.274720641086715,650
1095,Subject_4,Simple,2,-0.302029043925752,700
1096,Subject_4,Simple,2,-0.32933744676479,750
1097,Subject_4,Simple,2,-0.356645849603829,800
1098,Subject_4,Simple,2,-0.37485145149652,850
1099,Subject_4,Simple,2,-0.399413388237611,900
